timestamp,ground_truth_x,ground_truth_y,ground_truth_cell,rssi_A,rssi_B,rssi_C,rssi_D,rssiA_mean,rssiA_median,rssiA_std,rssiA_min,rssiA_max,rssiA_q25,rssiA_q75,rssiA_outliers,rssiB_mean,rssiB_median,rssiB_std,rssiB_min,rssiB_max,rssiB_q25,rssiB_q75,rssiB_outliers,rssiC_mean,rssiC_median,rssiC_std,rssiC_min,rssiC_max,rssiC_q25,rssiC_q75,rssiC_outliers,rssiD_mean,rssiD_median,rssiD_std,rssiD_min,rssiD_max,rssiD_q25,rssiD_q75,rssiD_outliers,anchors_valid,sample_number,collection_time_ms,beacon_moving,environment,notes
2025-12-14T19:47:42.532265,9.0,1.0,A5,-82,-73,-86,-86,-84,-85,1.9,-86,-82,-86,-82,0,-70,-71,2.8,-74,-67,-73,-67,0,-85,-85,1.8,-90,-84,-86,-84,1,-87,-89,2.4,-91,-85,-90,-86,0,4,1,17105,false,basement_parking,
2025-12-14T19:47:54.618321,9.0,1.0,A5,-85,-68,-84,-88,-84,-86,2.7,-91,-82,-86,-82,0,-70,-71,2.7,-74,-67,-73,-67,0,-84,-85,1.4,-88,-84,-85,-84,4,-87,-86,2.0,-91,-85,-89,-85,0,4,2,11083,false,basement_parking,
2025-12-14T19:48:07.570463,9.0,1.0,A5,-84,-67,-84,-86,-84,-86,1.9,-86,-82,-86,-82,0,-69,-71,2.9,-73,-67,-73,-67,0,-85,-85,1.7,-90,-84,-86,-84,1,-87,-86,2.3,-91,-85,-90,-85,0,4,3,11949,false,basement_parking,
2025-12-14T19:48:20.920061,9.0,1.0,A5,-84,-69,-86,-86,-84,-85,1.7,-86,-82,-86,-82,0,-69,-67,2.8,-74,-67,-72,-67,0,-85,-85,1.2,-89,-84,-85,-84,4,-87,-86,2.3,-91,-85,-90,-86,0,4,4,12347,false,basement_parking,
2025-12-14T19:48:33.627576,9.0,1.0,A5,-83,-71,-86,-86,-83,-83,2.0,-86,-82,-86,-82,0,-69,-67,2.9,-74,-67,-73,-67,0,-85,-85,1.6,-89,-84,-86,-84,0,-87,-89,2.7,-92,-84,-90,-85,0,4,5,11705,false,basement_parking,
2025-12-14T19:48:46.707208,9.0,1.0,A5,-85,-72,-85,-89,-85,-86,1.8,-90,-82,-86,-85,5,-70,-71,2.8,-74,-67,-73,-67,0,-85,-85,1.4,-90,-84,-86,-84,1,-87,-86,2.3,-91,-85,-90,-86,0,4,6,12077,false,basement_parking,
2025-12-14T19:48:59.923612,9.0,1.0,A5,-82,-69,-85,-86,-84,-82,2.0,-87,-82,-86,-82,0,-70,-72,2.9,-74,-67,-73,-67,0,-85,-86,1.4,-88,-84,-86,-84,0,-88,-89,2.3,-91,-85,-90,-86,0,4,7,12214,false,basement_parking,
2025-12-14T19:49:12.549330,9.0,1.0,A5,-85,-73,-84,-86,-84,-85,2.5,-91,-82,-86,-82,0,-70,-71,2.8,-74,-67,-73,-67,0,-85,-85,1.2,-89,-84,-85,-84,1,-87,-86,2.1,-91,-85,-90,-86,0,4,8,11623,false,basement_parking,
2025-12-14T19:49:25.943297,9.0,1.0,A5,-84,-67,-84,-89,-84,-85,1.9,-87,-82,-86,-82,0,-69,-67,2.8,-74,-67,-73,-67,0,-85,-85,1.5,-89,-84,-86,-84,0,-87,-88,2.3,-91,-85,-90,-85,0,4,9,12391,false,basement_parking,
2025-12-14T19:49:38.554408,9.0,1.0,A5,-83,-71,-85,-89,-84,-85,1.8,-86,-82,-86,-82,0,-69,-67,2.8,-74,-67,-73,-67,0,-85,-85,1.1,-88,-84,-86,-84,0,-87,-88,2.4,-91,-85,-90,-85,0,4,10,11608,false,basement_parking,
