timestamp,ground_truth_x,ground_truth_y,ground_truth_cell,rssi_A,rssi_B,rssi_C,rssi_D,rssiA_mean,rssiA_median,rssiA_std,rssiA_min,rssiA_max,rssiA_q25,rssiA_q75,rssiA_outliers,rssiB_mean,rssiB_median,rssiB_std,rssiB_min,rssiB_max,rssiB_q25,rssiB_q75,rssiB_outliers,rssiC_mean,rssiC_median,rssiC_std,rssiC_min,rssiC_max,rssiC_q25,rssiC_q75,rssiC_outliers,rssiD_mean,rssiD_median,rssiD_std,rssiD_min,rssiD_max,rssiD_q25,rssiD_q75,rssiD_outliers,anchors_valid,sample_number,collection_time_ms,beacon_moving,environment,notes
2025-12-14T18:16:43.584051,3.0,1.0,A2,-71,-72,-83,-87,-73,-74,2.2,-79,-71,-75,-72,0,-78,-80,5.1,-87,-72,-81,-72,0,-84,-82,4.5,-92,-79,-89,-80,0,-85,-88,5.6,-92,-78,-90,-78,0,4,1,17794,false,basement_parking,
2025-12-14T18:16:56.497945,3.0,1.0,A2,-72,-82,-80,-80,-72,-73,1.9,-75,-70,-74,-71,0,-78,-80,5.4,-87,-72,-81,-73,0,-84,-81,5.4,-94,-80,-91,-80,0,-85,-89,5.4,-91,-78,-90,-78,0,4,2,11911,false,basement_parking,
2025-12-14T18:17:08.614330,3.0,1.0,A2,-72,-75,-80,-84,-73,-73,1.4,-76,-71,-74,-72,0,-79,-81,4.9,-87,-72,-82,-72,0,-83,-81,4.1,-93,-79,-87,-80,0,-85,-88,5.6,-91,-77,-90,-78,0,4,3,11114,false,basement_parking,
2025-12-14T18:17:21.602311,3.0,1.0,A2,-72,-74,-84,-80,-73,-74,1.6,-76,-71,-75,-74,3,-76,-72,5.3,-85,-72,-81,-72,0,-81,-80,3.5,-91,-78,-81,-80,6,-81,-78,5.1,-92,-78,-88,-78,0,4,4,11986,false,basement_parking,
2025-12-14T18:17:33.559853,3.0,1.0,A2,-72,-79,-84,-85,-73,-74,1.9,-76,-71,-75,-72,0,-78,-80,4.6,-86,-72,-80,-73,0,-83,-81,5.2,-93,-79,-89,-80,0,-85,-89,5.5,-92,-78,-90,-78,0,4,5,10955,false,basement_parking,
2025-12-14T18:17:45.501766,3.0,1.0,A2,-73,-72,-86,-90,-73,-74,1.3,-75,-71,-74,-72,0,-77,-72,5.6,-86,-72,-81,-72,0,-86,-88,5.0,-91,-79,-91,-80,0,-84,-89,5.8,-91,-78,-90,-78,0,4,6,10939,false,basement_parking,
2025-12-14T18:17:57.495574,3.0,1.0,A2,-74,-73,-80,-86,-73,-74,1.5,-75,-71,-75,-72,0,-78,-81,5.9,-87,-72,-85,-72,0,-84,-80,5.0,-91,-80,-90,-80,0,-84,-89,5.5,-90,-78,-90,-78,0,4,7,10991,false,basement_parking,
2025-12-14T18:18:09.577227,3.0,1.0,A2,-74,-79,-82,-80,-73,-74,1.5,-75,-71,-75,-72,0,-78,-81,5.6,-87,-72,-81,-72,0,-85,-86,4.9,-91,-80,-90,-80,0,-83,-79,5.9,-91,-78,-90,-78,0,4,8,11079,false,basement_parking,
2025-12-14T18:18:22.565842,3.0,1.0,A2,-73,-73,-82,-82,-73,-74,1.4,-75,-71,-75,-72,0,-79,-81,5.3,-87,-72,-81,-72,0,-85,-89,4.8,-90,-80,-90,-80,0,-84,-79,6.0,-91,-78,-90,-78,0,4,9,11986,false,basement_parking,
2025-12-14T18:18:35.561372,3.0,1.0,A2,-72,-77,-81,-80,-73,-74,1.1,-75,-72,-74,-72,0,-75,-72,5.8,-88,-71,-81,-72,0,-83,-80,4.9,-91,-80,-90,-80,0,-85,-90,5.5,-91,-78,-90,-78,0,4,10,11993,false,basement_parking,
